Grupa,Asistent,"Notă finală",Total,"Examen grilă final (maxim 10)","Total lucrări de curs (maxim 10)","Lucrare de curs 1 (maxim 5)","Lucrare de curs 2 (maxim 5)","Lucrare de curs 3 (maxim 5)","Total teme (maxim 10)",Tema 0 (maxim 10),"Tema 1 (maxim 10)","Tema 2 (maxim 10)","Tema 3 (maxim 10)","Tema 4 (maxim 10)","Midterm practic (maxim 10)","Final practic (maxim 10)","Final practic refacere (maxim 10)",Total laborator,Lab00,Lab01,Lab02,Lab03,Lab04,Lab05,Lab06,Lab07,Lab08,Lab09,Lab10,Lab11,Lab12,Observații
314CC,AAM,8.0,8.39,7.58,9.166666667,4.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,8.7,3.0,,10,X,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,AAM,7.0,6.6775,6.75,7.5,3.0,2.0,4.0,3.6,10.0,10.0,-10.0,10.0,,7.4,4.9,,10,X,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,SW,8.0,7.6415,5.87,5.833333333,2.0,2.0,3.0,7.856,10.0,10.0,6.7,6.6,,7.6,6.3,,10,x,,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,,a,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,
314CC,SW,5.0,5.3325,4.71,9.166666667,4.0,4.0,3.0,1.2,10.0,10.0,-10.0,2.5,,3.3,4.6,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,AAM,10.0,10.4025,8.37,10,5.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,8.1,10.0,,10,,,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,SW,7.0,6.816,3.66,5,2.0,2.0,2.0,6.704,10.0,10.0,7.9,1.8,,5.5,7.7,,10,x,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,SW,5.0,5.3345,5.29,0,,,,7.728,,10.0,5.4,10.0,,2.6,4.4,,7.2,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,
314CC,AAM,7.0,7.1075,5.29,7.5,2.0,4.0,3.0,3.6,10.0,10.0,-10.0,10.0,,8.6,7.6,,10,X,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,,10.0,10.0,
314CC,SW,8.0,7.896,9.16,5.833333333,2.0,5.0,,6.704,10.0,10.0,7.9,1.8,,6.8,5.5,,10,x,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,AAM,8.0,7.77,4.96,5,3.0,2.0,1.0,10,10.0,10.0,10.5,10.0,,7.3,6.2,,10,X,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,AAM,8.0,7.96,5.08,7.5,3.0,3.0,3.0,10,10.0,10.0,11.0,10.0,,7.4,5.3,,10,X,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,AAM,9.0,8.7075,6.83,5,3.0,1.0,2.0,10,10.0,10.0,11.0,10.0,,10.0,7.0,,10,X,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,SW,10.0,9.5,8.5,6.666666667,2.0,4.0,2.0,10,10.0,10.0,11.0,10.0,,8.5,8.1,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,AAM,10.0,10.315,9.96,10,4.0,3.0,5.0,10,10.0,10.0,11.0,10.0,,7.5,8.3,,10,x,10.0,10.0,12.0,,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,SW,6.0,6.2625,6.83,7.5,3.0,3.0,3.0,3.58,,5.7,6.2,,,2.6,5.1,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CC,ZA,8.0,7.511,6.0,8.333333333,4.0,3.0,3.0,8.784,10.0,10.0,8.0,8.2,,4.9,4.3,,10,,10.0,10.0,10.0,9.0,11.0,11.0,11.0,11.0,11.0,10.0,12.0,12.0,
315CC,ER,8.0,7.585,4.38,9.166666667,4.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,5.4,4.3,,10,x,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ZA,7.0,7.1025,4.25,8.333333333,3.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,4.9,3.2,,10,x,10.0,10.0,10.0,11.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,12.0,
315CC,ER,7.0,7.0985,4.33,5,1.0,3.0,2.0,9.744,10.0,10.0,11.0,8.2,,5.3,5.2,,10,x,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ER,8.0,7.6685,5.13,7.5,4.0,2.0,3.0,9.104,10.0,10.0,7.2,10.0,,6.6,5.3,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ZA,8.0,8.2875,7.13,8.333333333,4.0,3.0,3.0,10,10.0,10.0,11.0,10.0,,4.3,5.3,,10,x,10.0,9.0,7.0,7.0,9.0,11.0,11.0,10.0,10.0,9.0,9.0,12.0,
315CC,ZA,9.0,9.358,6.38,9.166666667,4.0,5.0,2.0,9.232,10.0,10.0,11.0,6.6,,8.4,9.2,,9.4,x,10.0,10.0,10.0,9.0,11.0,11.0,11.0,11.0,,11.0,,,
315CC,ER,7.0,6.7415,4.71,5,1.0,3.0,2.0,9.616,10.0,10.0,8.8,10.0,,4.6,3.8,,10,x,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ER,7.0,7.057,4.46,8.333333333,3.0,3.0,4.0,7.408,10.0,10.0,6.4,5.5,,7.4,4.4,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ZA,6.0,6.067,7.0,5,3.0,1.0,2.0,3.268,10.0,6.3,2.2,0.0,,5.5,4.8,,10,x,10.0,6.0,,9.5,10.0,11.0,,10.0,11.0,10.0,12.0,12.0,
315CC,ER,9.0,8.8475,6.55,10,3.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,7.1,6.0,,10,x,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ZA,8.0,7.57,3.96,9.166666667,4.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,4.8,4.9,,10,x,10.0,10.0,9.5,11.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,,
315CC,ER,9.0,8.8785,5.04,7.5,3.0,4.0,2.0,9.744,10.0,10.0,11.0,8.2,,4.8,2.9,7.4,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ZA,8.0,7.6345,2.17,5,2.0,2.0,2.0,8.848,10.0,10.0,8.2,8.2,,3.9,2.7,5.8,10,x,10.0,10.0,10.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,,,
315CC,ZA,9.0,8.9325,8.29,7.5,2.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,8.1,5.7,,10,x,10.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,12.0,12.0,12.0,,
315CC,ZA,7.0,7.345,6.08,4.166666667,1.0,2.0,2.0,8.88,10.0,10.0,11.0,5.5,,5.8,5.6,,10,x,10.0,10.0,10.0,11.0,11.0,11.0,12.0,11.0,12.0,11.0,,,
315CC,ER,7.0,6.8875,7.17,6.666666667,5.0,3.0,,4.48,10.0,8.0,4.5,,,7.0,5.1,,10,x,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ER,9.0,8.79,6.96,8.333333333,2.0,5.0,3.0,10,10.0,10.0,11.0,10.0,,6.5,6.6,,10,x,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ZA,9.0,8.7,6.5,9.166666667,4.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,7.0,6.0,,10,x,10.0,10.0,10.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,
315CC,ZA,10.0,10.865,10.63,9.166666667,3.0,5.0,3.0,10,10.0,10.0,11.0,10.0,,9.9,10.4,,10,x,11.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,
315CC,ER,8.0,7.993,4.92,10,4.0,5.0,4.0,9.072,10.0,10.0,7.1,10.0,,8.7,4.5,,10,x,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ZA,7.0,7.23,4.66,7.5,4.0,2.0,3.0,10,10.0,10.0,11.0,10.0,,3.4,4.4,,10,x,10.0,8.0,7.0,8.5,9.0,11.0,11.0,10.0,10.0,9.0,9.0,12.0,
315CC,ER,8.0,7.781,6.34,5.833333333,2.0,3.0,2.0,9.744,10.0,10.0,11.0,8.2,,7.6,4.5,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ZA,9.0,9.3725,7.17,9.166666667,4.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,7.8,7.7,,10,x,10.0,10.0,10.0,11.0,11.0,11.0,12.0,10.0,12.0,12.0,12.0,12.0,
315CC,ER,7.0,7.465,3.5,7.5,3.0,3.0,3.0,10,10.0,10.0,11.0,10.0,,8.9,4.3,,10,x,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CC,ER,8.0,8.2185,7.79,8.333333333,4.0,3.0,3.0,9.584,10.0,10.0,11.0,7.7,,7.5,3.5,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
311CD,,10.0,9.695,5.78,10,4.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,10.4,9.0,,10,x,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,8.0,7.6045,4.85,8.333333333,5.0,2.0,3.0,8.048,10.0,10.0,6.2,7.7,,7.8,5.4,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,x
311CD,,9.0,8.7025,4.57,10,4.0,3.0,5.0,10,10.0,10.0,11.0,10.0,,7.6,7.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,8.0,8.1005,5.71,9.166666667,4.0,3.0,4.0,7.472,10.0,10.0,4.4,7.7,,8.8,7.8,,6,x,10.0,,10.0,10.0,10.0,10.0,,,10.0,,,,x
311CD,,6.0,6.049,1.16,5.833333333,2.0,1.0,4.0,9.816,10.0,8.2,11.0,10.0,,4.3,4.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,9.0,9.34,6.12,10,3.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,7.1,8.4,,10,x,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,8.0,8.2525,4.23,7.5,5.0,2.0,2.0,10,10.0,10.0,11.0,10.0,,7.7,7.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,x
311CD,,8.0,7.57,4.14,7.5,2.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,6.6,5.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,a,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,x
311CD,,7.0,6.55,2.64,8.333333333,3.0,3.0,4.0,7.12,10.0,10.0,11.0,,,6.1,5.0,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
311CD,,7.0,7.105,2.68,5,1.0,1.0,4.0,10,10.0,10.0,11.0,10.0,,4.6,6.9,,10,x,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,7.0,6.9135,3.57,4.166666667,2.0,1.0,2.0,9.444,10.0,9.5,10.5,8.2,,4.1,6.5,,10,x,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,6.0,6.198,3.31,4.166666667,2.0,2.0,1.0,8.432,10.0,10.0,7.4,7.7,,4.3,1.0,4.9,10,x,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,x
311CD,,7.0,7.2185,3.57,6.666666667,3.0,3.0,2.0,9.744,10.0,10.0,11.0,8.2,,5.9,5.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,x
311CD,,7.0,6.9875,3.83,7.5,3.0,3.0,3.0,7.28,10.0,10.0,3.8,7.7,,7.1,5.5,,10,x,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
311CD,,a,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,x
311CD,,6.0,5.8025,4.35,3.333333333,2.0,2.0,,3.6,10.0,10.0,,,,8.9,5.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,,10.0,10.0,x
311CD,,7.0,6.9385,2.87,6.666666667,4.0,,4.0,9.744,10.0,10.0,11.0,8.2,,6.1,4.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,x
311CD,,7.0,7.0175,4.55,8.333333333,4.0,3.0,3.0,8.88,10.0,10.0,8.8,7.7,,5.6,3.4,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,,10.0,10.0,10.0,x
311CD,,4.0,4.8485,2.27,4.166666667,2.0,1.0,2.0,2.864,10.0,10.0,-10.0,7.7,,6.4,5.2,,10,x,10.0,,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,a,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,x
311CD,,8.0,8.22,4.34,10,4.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,5.1,6.5,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
311CD,,6.0,5.5685,2.93,4.166666667,3.0,2.0,,6.224,10.0,10.0,,8.2,,5.3,4.5,,10,x,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,6.0,6.1125,1.87,2.5,3.0,,,10,10.0,10.0,11.0,10.0,,6.2,5.0,,9,x,,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,x
311CD,,8.0,7.775,2.96,7.5,3.0,4.0,2.0,10,10.0,10.0,11.0,10.0,,8.1,6.4,,10,x,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
311CD,,7.0,6.531,1.86,4.166666667,2.0,,3.0,9.744,10.0,10.0,11.0,8.2,,5.9,6.1,,8.9,x,10.0,10.0,9.0,10.0,10.0,10.0,,10.0,10.0,,10.0,,x
311CD,,6.0,6.4715,2.55,5,2.0,0.0,4.0,8.496,10.0,10.0,7.1,8.2,,4.6,6.0,,10,x,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
312CD,MB,7.0,7.3145,5.13,8.333333333,2.0,3.0,5.0,7.248,10.0,10.0,7.0,4.4,,5.7,5.6,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,x
312CD,,9.0,8.5375,6.11,7.5,4.0,3.0,2.0,9.04,10.0,10.0,8.8,8.2,,6.5,7.9,,10,x,10.0,11.0,10.0,12.0,10.0,10.0,11.0,10.0,10.0,10.0,12.0,11.0,x
312CD,,5.0,5.1015,0.29,4.166666667,1.0,1.0,3.0,7.056,10.0,10.0,3.1,7.7,,3.3,5.6,,9.1,x,10.0,10.0,10.0,10.0,,10.0,,10.0,10.0,10.0,,11.0,x
312CD,,8.0,7.6625,3.43,10,3.0,4.0,5.0,10,10.0,10.0,11.0,10.0,,2.8,6.1,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,x
312CD,,6.0,5.7525,1.55,5.833333333,2.0,2.0,3.0,9.04,10.0,10.0,8.8,8.2,,3.8,3.4,,10,x,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,x
312CD,MB,8.0,7.965,4.42,8.333333333,4.0,3.0,3.0,8.88,10.0,10.0,8.8,7.7,,6.9,6.8,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,x
312CD,,7.0,6.751,3.78,8.333333333,2.0,4.0,4.0,8.784,10.0,10.0,8.0,8.2,,4.6,5.2,,6,,10.0,10.0,10.0,,10.0,10.0,,,,,10.0,,x
312CD,MB,9.0,8.77,4.56,10,4.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,6.8,7.8,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,x
312CD,MB,5.0,5.407,1.22,5,2.0,1.0,3.0,8.588,10.0,8.5,8.7,8.2,,2.8,3.7,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
312CD,,7.0,6.5995,4.68,5,2.0,1.0,3.0,1.668,10.0,9.5,-10.0,4.4,,4.3,4.3,9.6,10,x,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,x
312CD,MB,7.0,7.221,4.6,6.666666667,3.0,2.0,3.0,8.624,10.0,10.0,8.0,7.7,,6.4,5.1,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
312CD,MB,7.0,7.05,4.6,8.333333333,3.0,2.0,5.0,8.88,10.0,10.0,8.8,7.7,,3.3,4.4,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
312CD,,8.0,7.623,4.18,9.166666667,4.0,2.0,5.0,8.752,10.0,10.0,7.9,8.2,,5.4,5.9,,10,x,10.0,11.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,x
312CD,MB,6.0,6.0495,1.27,5,2.0,2.0,2.0,9.008,10.0,10.0,8.8,8.1,,2.3,6.0,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,x
312CD,,,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,x
312CD,,10.0,10.1025,8.07,10,4.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,8.6,8.9,,10,x,11.0,12.0,10.0,12.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,12.0,x
312CD,,7.0,6.4915,2.81,6.666666667,2.0,2.0,4.0,6.416,10.0,10.0,8.8,,,4.6,6.9,,10,x,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,,11.0,x
312CD,MB,5.0,5.11,0.1,2.5,2.0,,1.0,10,10.0,10.0,11.0,10.0,,1.6,4.2,,10,,10.0,10.0,9.0,10.0,7.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,x
312CD,,9.0,9.1325,4.79,10,5.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,6.6,9.1,,10,x,10.0,11.0,10.0,11.0,10.0,10.0,11.0,10.0,10.0,11.0,12.0,12.0,x
312CD,MB,8.0,7.729,4.08,7.5,4.0,2.0,3.0,9.616,10.0,10.0,8.8,10.0,,5.3,6.6,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
312CD,MB,6.0,5.659,1.42,3.333333333,2.0,1.0,1.0,9.616,10.0,10.0,8.8,10.0,,5.0,3.6,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
312CD,,6.0,5.973,3.3,5,3.0,1.0,2.0,6.872,10.0,7.4,4.8,7.7,,4.3,5.0,,10,x,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,,12.0,x
312CD,,7.0,6.6585,3.63,5,2.0,2.0,2.0,7.664,10.0,10.0,5.0,7.7,,8.1,5.1,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,x
312CD,MB,8.0,8.0925,5.05,9.166666667,4.0,4.0,3.0,8.88,10.0,10.0,8.8,7.7,,8.1,5.7,,10,,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,x
312CD,MB,6.0,6.087,4.68,1.666666667,2.0,0.0,0.0,7.568,10.0,10.0,8.0,4.4,,4.5,5.3,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,x
313CD,,8.0,8.09,4.24,7.5,1.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,6.8,6.9,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
313CD,,9.0,8.975,6.34,7.5,2.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,9.9,7.1,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
313CD,,7.0,7.306,4.38,6.666666667,3.0,2.0,3.0,9.744,10.0,10.0,11.0,8.2,,5.0,5.1,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,,10.0,x
313CD,,10.0,10.705,8.82,10,5.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,11.5,10.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
313CD,,9.0,8.888,4.24,10,5.0,3.0,5.0,8.472,10.0,9.0,7.9,8.2,,8.0,1.9,6.8,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,x
313CD,,9.0,8.7225,5.27,10,4.0,3.0,5.0,10,10.0,10.0,11.0,10.0,,7.8,6.5,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
313CD,,7.0,7.2425,5.59,10,5.0,4.0,4.0,3.6,10.0,10.0,-10.0,10.0,,8.7,6.3,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,x
313CD,,10.0,10.795,9.18,10,5.0,4.0,5.0,10,10.0,10.0,11.0,10.0,,12.0,12.0,,10,x,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,10.0,12.0,12.0,12.0,x
313CD,,9.0,9.0425,5.67,9.166666667,3.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,6.5,8.4,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
313CD,,9.0,8.715,4.74,7.5,4.0,3.0,2.0,10,10.0,10.0,11.0,10.0,,8.3,8.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,x
313CD,,2.0,2.484,,6.666666667,5.0,3.0,,1.136,10.0,1.2,,,,4.9,,,7.1,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,,,,,,
313CD,,7.0,7.322,4.88,9.166666667,4.0,3.0,4.0,8.368,10.0,10.0,7.2,7.7,,7.1,3.7,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,x
313CD,,7.0,7.155,3.3,7.5,3.0,2.0,4.0,10,10.0,10.0,10.5,10.0,,3.3,5.5,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
313CD,,9.0,9.36,7.42,10,4.0,4.0,5.0,10,10.0,10.0,11.0,10.0,,8.3,6.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
313CD,,8.0,7.575,4.28,6.666666667,3.0,2.0,3.0,10,10.0,10.0,11.0,10.0,,4.3,6.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,x
313CD,,9.0,9.1675,5.65,10,4.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,5.8,8.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,x
313CD,,a,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,x
313CD,,a,3.3,,0,,,,6.32,,10.0,11.0,,,8.9,,,8.3,,11.0,11.0,11.0,,10.0,10.0,10.0,10.0,,10.0,,,
313CD,,8.0,8.4185,4.97,10,3.0,5.0,5.0,9.744,10.0,10.0,11.0,8.2,,7.4,6.0,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,12.0,x
313CD,,7.0,6.9355,5.39,6.666666667,2.0,2.0,4.0,8.312,10.0,9.0,7.9,7.7,,4.1,4.4,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,x
313CD,,9.0,8.77,6.2,10,3.0,5.0,4.0,8.88,10.0,10.0,11.0,5.5,,10.0,6.0,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,x
313CD,,10.0,10.51,9.42,10,5.0,4.0,5.0,10,10.0,10.0,10.3,10.0,,6.8,9.9,,10,x,11.0,11.0,11.0,12.0,10.0,11.0,12.0,10.0,10.0,10.0,10.0,12.0,x
313CD,,a,3.914,,6.666666667,3.0,3.0,2.0,6.296,10.0,8.2,,10.0,,3.4,,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
313CD,,6.0,6.4105,4.01,7.5,4.0,2.0,3.0,7.472,10.0,10.0,10.3,1.8,,3.9,4.1,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,x
313CD,,8.0,8.135,6.38,10,4.0,5.0,3.0,10,10.0,10.0,10.5,10.0,,5.9,3.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,x
313CD,,8.0,8.44,4.34,8.333333333,4.0,2.0,4.0,10,10.0,10.0,11.0,10.0,,4.8,8.5,,10,x,10.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,11.0,12.0,12.0,x
314CD,,8.0,7.87,5.04,8.333333333,3.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,5.6,5.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,7.6575,3.83,8.333333333,2.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,3.0,6.6,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,8.0,8.1625,5.43,9.166666667,4.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,6.3,5.2,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,x
314CD,,,0,,0,,,,0,,,,,,,,,0,,,,,,,,,,,,,,
